date,season,season_type,team,opponent,location,team_total,opp_total,team_q1,opp_q1,team_q2,opp_q2,team_q3,opp_q3,team_q4,opp_q4,ot_count,winner,valid_linescore,espn_url,team_ot1,opp_ot1
2025-11-30T01:30:00+00:00,2026,REG,New Orleans Pelicans,Golden State Warriors,AWAY,96,104,18,17,20,25,34,31,24,31,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810153/pelicans-warriors,,
2025-11-27T01:00:00+00:00,2026,REG,New Orleans Pelicans,Memphis Grizzlies,HOME,128,133,39,25,29,28,32,39,22,30,1,OPP,True,https://www.espn.com/nba/game/_/gameId/401809807/grizzlies-pelicans,6,11
2025-11-25T01:00:00+00:00,2026,REG,New Orleans Pelicans,Chicago Bulls,HOME,143,130,37,30,37,28,34,35,35,37,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810144/bulls-pelicans,,
2025-11-23T00:00:00+00:00,2026,REG,New Orleans Pelicans,Atlanta Hawks,HOME,98,115,25,21,21,35,24,32,28,27,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810125/hawks-pelicans,,
2025-11-22T01:30:00+00:00,2026,REG,New Orleans Pelicans,Dallas Mavericks,AWAY,115,118,34,25,29,24,22,36,30,33,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401809794/pelicans-mavericks,,
2025-11-20T01:00:00+00:00,2026,REG,New Orleans Pelicans,Denver Nuggets,HOME,118,125,30,26,28,36,25,35,35,28,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810115/nuggets-pelicans,,
2025-11-18T01:00:00+00:00,2026,REG,New Orleans Pelicans,Oklahoma City Thunder,HOME,109,126,24,49,32,20,24,36,29,21,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810102/thunder-pelicans,,
2025-11-17T00:00:00+00:00,2026,REG,New Orleans Pelicans,Golden State Warriors,HOME,106,124,28,44,21,17,22,24,35,39,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810092/warriors-pelicans,,
2025-11-15T01:00:00+00:00,2026,REG,New Orleans Pelicans,Los Angeles Lakers,HOME,104,118,25,35,27,30,25,30,27,23,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401809787/lakers-pelicans,,
2025-11-13T01:00:00+00:00,2026,REG,New Orleans Pelicans,Portland Trail Blazers,HOME,117,125,25,30,34,27,26,38,32,30,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810074/trail-blazers-pelicans,,
2025-11-11T02:00:00+00:00,2026,REG,New Orleans Pelicans,Phoenix Suns,AWAY,98,121,22,29,19,35,31,32,26,25,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810059/pelicans-suns,,
2025-11-09T01:00:00+00:00,2026,REG,New Orleans Pelicans,San Antonio Spurs,AWAY,119,126,22,28,36,38,27,26,34,34,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810043/pelicans-spurs,,
2025-11-06T01:30:00+00:00,2026,REG,New Orleans Pelicans,Dallas Mavericks,AWAY,101,99,29,19,23,30,26,28,23,22,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810032/pelicans-mavericks,,
2025-11-05T01:00:00+00:00,2026,REG,New Orleans Pelicans,Charlotte Hornets,HOME,116,112,33,30,28,29,26,34,29,19,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401810023/hornets-pelicans,,
2025-11-02T20:30:00+00:00,2026,REG,New Orleans Pelicans,Oklahoma City Thunder,AWAY,106,137,22,39,30,36,30,33,24,29,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401810003/pelicans-thunder,,
2025-11-01T02:30:00+00:00,2026,REG,New Orleans Pelicans,LA Clippers,AWAY,124,126,28,26,31,41,25,27,40,32,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401809509/pelicans-clippers,,
2025-10-30T01:00:00+00:00,2026,REG,New Orleans Pelicans,Denver Nuggets,AWAY,88,122,25,34,22,19,11,39,30,30,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401809989/pelicans-nuggets,,
2025-10-28T00:00:00+00:00,2026,REG,New Orleans Pelicans,Boston Celtics,HOME,90,122,26,34,28,31,24,22,12,35,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401809972/celtics-pelicans,,
2025-10-25T00:00:00+00:00,2026,REG,New Orleans Pelicans,San Antonio Spurs,HOME,116,120,27,30,31,27,22,25,27,25,1,OPP,True,https://www.espn.com/nba/game/_/gameId/401809949/spurs-pelicans,9,13
2025-10-23T00:00:00+00:00,2026,REG,New Orleans Pelicans,Memphis Grizzlies,AWAY,122,128,30,27,37,29,22,41,33,31,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401809938/pelicans-grizzlies,,
2025-04-13T19:30:00+00:00,2025,REG,New Orleans Pelicans,Oklahoma City Thunder,HOME,100,115,19,38,30,26,23,26,28,25,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705762/thunder-pelicans,,
2025-04-12T00:00:00+00:00,2025,REG,New Orleans Pelicans,Miami Heat,HOME,104,153,24,35,30,36,18,39,32,43,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705743/heat-pelicans,,
2025-04-11T00:00:00+00:00,2025,REG,New Orleans Pelicans,Milwaukee Bucks,AWAY,111,136,26,21,28,41,31,38,26,36,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705727/pelicans-bucks,,
2025-04-08T23:30:00+00:00,2025,REG,New Orleans Pelicans,Brooklyn Nets,AWAY,114,119,24,26,29,28,26,43,35,22,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705716/pelicans-nets,,
2025-04-07T00:30:00+00:00,2025,REG,New Orleans Pelicans,Milwaukee Bucks,HOME,107,111,31,28,22,30,25,23,29,30,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401754706/bucks-pelicans,,
2025-04-05T02:30:00+00:00,2025,REG,New Orleans Pelicans,Los Angeles Lakers,AWAY,108,124,30,25,23,37,31,31,24,31,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705692/pelicans-lakers,,
2025-04-03T02:30:00+00:00,2025,REG,New Orleans Pelicans,LA Clippers,AWAY,98,114,16,22,31,37,25,24,26,31,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705677/pelicans-clippers,,
2025-03-30T23:00:00+00:00,2025,REG,New Orleans Pelicans,Charlotte Hornets,HOME,98,94,21,25,22,27,31,21,24,21,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705651/hornets-pelicans,,
2025-03-29T00:00:00+00:00,2025,REG,New Orleans Pelicans,Golden State Warriors,HOME,95,111,28,21,25,29,29,33,13,28,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705638/warriors-pelicans,,
2025-03-25T00:00:00+00:00,2025,REG,New Orleans Pelicans,Philadelphia 76ers,HOME,112,99,29,23,29,26,32,26,22,24,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705607/76ers-pelicans,,
2025-03-23T19:00:00+00:00,2025,REG,New Orleans Pelicans,Detroit Pistons,AWAY,130,136,27,36,32,32,32,25,39,43,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705595/pelicans-pistons,,
2025-03-22T00:00:00+00:00,2025,REG,New Orleans Pelicans,Minnesota Timberwolves,AWAY,93,134,22,28,26,34,24,35,21,37,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705582/pelicans-timberwolves,,
2025-03-20T00:00:00+00:00,2025,REG,New Orleans Pelicans,Minnesota Timberwolves,AWAY,119,115,24,30,38,31,34,30,23,24,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705567/pelicans-timberwolves,,
2025-03-18T00:00:00+00:00,2025,REG,New Orleans Pelicans,Detroit Pistons,HOME,81,127,13,35,19,28,31,25,18,39,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705553/pistons-pelicans,,
2025-03-16T00:30:00+00:00,2025,REG,New Orleans Pelicans,San Antonio Spurs,AWAY,115,119,23,22,35,36,25,34,32,27,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705539/pelicans-spurs,,
2025-03-14T00:00:00+00:00,2025,REG,New Orleans Pelicans,Orlando Magic,HOME,93,113,23,32,15,36,27,20,28,25,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705707/magic-pelicans,,
2025-03-12T00:00:00+00:00,2025,REG,New Orleans Pelicans,LA Clippers,HOME,127,120,28,21,33,30,37,39,29,30,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705509/clippers-pelicans,,
2025-03-09T23:00:00+00:00,2025,REG,New Orleans Pelicans,Memphis Grizzlies,HOME,104,107,27,26,37,31,15,32,25,18,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705489/grizzlies-pelicans,,
2025-03-09T00:00:00+00:00,2025,REG,New Orleans Pelicans,Houston Rockets,AWAY,117,146,28,39,30,35,25,35,34,37,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705479/pelicans-rockets,,
2025-03-07T01:00:00+00:00,2025,REG,New Orleans Pelicans,Houston Rockets,HOME,97,109,34,31,25,25,15,33,23,20,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705468/rockets-pelicans,,
2025-03-05T03:30:00+00:00,2025,REG,New Orleans Pelicans,Los Angeles Lakers,AWAY,115,136,23,36,36,33,25,33,31,34,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705456/pelicans-lakers,,
2025-03-03T01:00:00+00:00,2025,REG,New Orleans Pelicans,Utah Jazz,AWAY,128,121,30,26,36,31,25,34,37,30,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705438/pelicans-jazz,,
2025-03-01T02:00:00+00:00,2025,REG,New Orleans Pelicans,Phoenix Suns,AWAY,108,125,18,40,24,23,28,29,38,33,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705423/pelicans-suns,,
2025-02-28T02:00:00+00:00,2025,REG,New Orleans Pelicans,Phoenix Suns,AWAY,124,116,35,30,26,32,27,29,36,25,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705414/pelicans-suns,,
2025-02-26T01:00:00+00:00,2025,REG,New Orleans Pelicans,San Antonio Spurs,HOME,109,103,16,30,33,21,30,32,30,20,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705399/spurs-pelicans,,
2025-02-24T00:00:00+00:00,2025,REG,New Orleans Pelicans,San Antonio Spurs,HOME,114,96,26,30,14,23,35,26,39,17,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705384/spurs-pelicans,,
2025-02-22T01:30:00+00:00,2025,REG,New Orleans Pelicans,Dallas Mavericks,AWAY,103,111,22,32,31,24,29,30,21,25,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705369/pelicans-mavericks,,
2025-02-14T01:00:00+00:00,2025,REG,New Orleans Pelicans,Sacramento Kings,HOME,140,133,28,29,32,36,38,30,29,32,1,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705351/kings-pelicans,13,6
2025-02-13T01:00:00+00:00,2025,REG,New Orleans Pelicans,Sacramento Kings,HOME,111,119,26,34,37,31,23,27,25,27,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705343/kings-pelicans,,
2025-02-11T01:00:00+00:00,2025,REG,New Orleans Pelicans,Oklahoma City Thunder,AWAY,101,137,20,33,30,39,28,30,23,35,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705327/pelicans-thunder,,
2025-02-09T03:00:00+00:00,2025,REG,New Orleans Pelicans,Sacramento Kings,AWAY,118,123,31,24,34,30,22,45,31,24,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705316/pelicans-kings,,
2025-02-06T02:00:00+00:00,2025,REG,New Orleans Pelicans,Denver Nuggets,AWAY,119,144,36,36,32,32,27,45,24,31,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705292/pelicans-nuggets,,
2025-02-04T02:00:00+00:00,2025,REG,New Orleans Pelicans,Denver Nuggets,AWAY,113,125,23,33,27,35,35,25,28,32,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705272/pelicans-nuggets,,
2025-02-01T01:00:00+00:00,2025,REG,New Orleans Pelicans,Boston Celtics,HOME,116,118,34,31,19,28,33,32,30,27,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705249/celtics-pelicans,,
2025-01-30T01:00:00+00:00,2025,REG,New Orleans Pelicans,Dallas Mavericks,HOME,136,137,32,35,31,22,30,40,43,40,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705236/mavericks-pelicans,,
2025-01-28T00:30:00+00:00,2025,REG,New Orleans Pelicans,Toronto Raptors,AWAY,104,113,20,25,20,31,35,18,29,39,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705220/pelicans-raptors,,
2025-01-26T00:00:00+00:00,2025,REG,New Orleans Pelicans,Charlotte Hornets,AWAY,92,123,23,31,22,32,23,30,24,30,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705203/pelicans-hornets,,
2025-01-25T01:00:00+00:00,2025,REG,New Orleans Pelicans,Memphis Grizzlies,AWAY,126,139,29,33,42,29,29,43,26,34,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705198/pelicans-grizzlies,,
2025-01-23T01:00:00+00:00,2025,REG,New Orleans Pelicans,Milwaukee Bucks,HOME,0,0,0,0,0,0,0,0,0,0,0,TIE,True,https://www.espn.com/nba/game/_/gameId/401705183/bucks-pelicans,,
2025-01-21T01:00:00+00:00,2025,REG,New Orleans Pelicans,Utah Jazz,HOME,123,119,19,38,30,31,33,20,28,21,1,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705171/jazz-pelicans,13,9
2025-01-18T01:00:00+00:00,2025,REG,New Orleans Pelicans,Utah Jazz,HOME,136,123,42,22,19,30,35,28,40,43,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705147/jazz-pelicans,,
2025-01-16T01:00:00+00:00,2025,REG,New Orleans Pelicans,Dallas Mavericks,HOME,119,116,33,27,30,34,24,30,32,25,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705132/mavericks-pelicans,,
2025-01-15T01:00:00+00:00,2025,REG,New Orleans Pelicans,Chicago Bulls,AWAY,119,113,29,33,24,26,33,27,33,27,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705123/pelicans-bulls,,
2025-01-12T23:00:00+00:00,2025,REG,New Orleans Pelicans,Boston Celtics,AWAY,119,120,35,29,26,33,27,28,31,30,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705108/pelicans-celtics,,
2025-01-11T00:00:00+00:00,2025,REG,New Orleans Pelicans,Philadelphia 76ers,AWAY,123,115,28,24,25,23,34,31,36,37,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705093/pelicans-76ers,,
2025-01-09T01:00:00+00:00,2025,REG,New Orleans Pelicans,Portland Trail Blazers,HOME,100,119,24,40,18,35,34,23,24,21,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705080/trail-blazers-pelicans,,
2025-01-08T01:00:00+00:00,2025,REG,New Orleans Pelicans,Minnesota Timberwolves,HOME,97,104,33,34,21,20,21,29,22,21,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705071/timberwolves-pelicans,,
2025-01-05T23:00:00+00:00,2025,REG,New Orleans Pelicans,Washington Wizards,AWAY,110,98,33,22,27,23,24,25,26,28,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705055/pelicans-wizards,,
2025-01-04T01:00:00+00:00,2025,REG,New Orleans Pelicans,Washington Wizards,HOME,132,120,29,37,33,31,35,29,35,23,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401705038/wizards-pelicans,,
2025-01-02T00:30:00+00:00,2025,REG,New Orleans Pelicans,Miami Heat,AWAY,108,119,24,36,27,20,25,34,32,29,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705023/pelicans-heat,,
2024-12-31T01:00:00+00:00,2025,REG,New Orleans Pelicans,LA Clippers,HOME,113,116,37,31,25,25,28,31,23,29,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401705010/clippers-pelicans,,
2024-12-28T01:00:00+00:00,2025,REG,New Orleans Pelicans,Memphis Grizzlies,HOME,124,132,25,32,36,42,27,30,36,28,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401704989/grizzlies-pelicans,,
2024-12-27T01:00:00+00:00,2025,REG,New Orleans Pelicans,Houston Rockets,HOME,111,128,22,39,21,22,31,41,37,26,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401704982/rockets-pelicans,,
2024-12-23T00:00:00+00:00,2025,REG,New Orleans Pelicans,Denver Nuggets,HOME,129,132,29,28,38,31,26,22,26,38,1,OPP,True,https://www.espn.com/nba/game/_/gameId/401704956/nuggets-pelicans,10,13
2024-12-22T01:00:00+00:00,2025,REG,New Orleans Pelicans,New York Knicks,HOME,93,104,28,28,21,17,26,33,18,26,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401704950/knicks-pelicans,,
2024-12-20T01:00:00+00:00,2025,REG,New Orleans Pelicans,Houston Rockets,AWAY,113,133,25,39,27,27,27,33,34,34,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401704931/pelicans-rockets,,
2024-12-15T22:00:00+00:00,2025,REG,New Orleans Pelicans,Indiana Pacers,AWAY,104,119,28,31,14,28,38,40,24,20,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401736810/pelicans-pacers,,
2024-12-13T01:00:00+00:00,2025,REG,New Orleans Pelicans,Sacramento Kings,HOME,109,111,26,28,29,25,28,38,26,20,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401736801/kings-pelicans,,
2024-12-09T00:00:00+00:00,2025,REG,New Orleans Pelicans,San Antonio Spurs,AWAY,116,121,34,28,28,43,25,21,29,29,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401704920/pelicans-spurs,,
2024-12-08T00:00:00+00:00,2025,REG,New Orleans Pelicans,Oklahoma City Thunder,HOME,109,119,23,35,28,42,29,22,29,20,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401704908/thunder-pelicans,,
2024-12-06T01:00:00+00:00,2025,REG,New Orleans Pelicans,Phoenix Suns,HOME,126,124,34,33,20,32,45,28,27,31,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401704896/suns-pelicans,,
2024-12-03T00:30:00+00:00,2025,REG,New Orleans Pelicans,Atlanta Hawks,AWAY,112,124,28,26,31,32,26,34,27,32,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401704881/pelicans-hawks,,
2024-12-01T23:00:00+00:00,2025,REG,New Orleans Pelicans,New York Knicks,AWAY,85,118,10,33,18,24,28,36,29,25,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401704874/pelicans-knicks,,
2024-11-29T22:00:00+00:00,2025,REG,New Orleans Pelicans,Memphis Grizzlies,AWAY,109,120,28,32,28,35,26,25,27,28,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401703411/pelicans-grizzlies,,
2024-11-28T01:00:00+00:00,2025,REG,New Orleans Pelicans,Toronto Raptors,HOME,93,119,20,21,26,35,17,31,30,32,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401704861/raptors-pelicans,,
2024-11-26T00:00:00+00:00,2025,REG,New Orleans Pelicans,Indiana Pacers,AWAY,110,114,25,29,32,30,26,28,27,27,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401704845/pelicans-pacers,,
2024-11-23T00:30:00+00:00,2025,REG,New Orleans Pelicans,Golden State Warriors,HOME,108,112,30,34,33,28,21,25,24,25,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401703401/warriors-pelicans,,
2024-11-21T00:30:00+00:00,2025,REG,New Orleans Pelicans,Cleveland Cavaliers,AWAY,100,128,24,29,31,40,18,36,27,23,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401704818/pelicans-cavaliers,,
2024-11-20T01:30:00+00:00,2025,REG,New Orleans Pelicans,Dallas Mavericks,AWAY,91,132,29,44,22,19,18,34,22,35,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401703393/pelicans-mavericks,,
2024-11-17T01:00:00+00:00,2025,REG,New Orleans Pelicans,Los Angeles Lakers,HOME,99,104,30,21,26,25,15,29,28,29,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401704797/lakers-pelicans,,
2024-11-16T01:00:00+00:00,2025,REG,New Orleans Pelicans,Denver Nuggets,HOME,101,94,32,22,27,32,19,18,23,22,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401703386/nuggets-pelicans,,
2024-11-14T00:30:00+00:00,2025,REG,New Orleans Pelicans,Oklahoma City Thunder,AWAY,88,106,28,33,22,21,18,28,20,24,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401704787/pelicans-thunder,,
2024-11-12T01:00:00+00:00,2025,REG,New Orleans Pelicans,Brooklyn Nets,HOME,105,107,22,26,34,28,29,27,20,26,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401704780/nets-pelicans,,
2024-11-09T00:00:00+00:00,2025,REG,New Orleans Pelicans,Orlando Magic,AWAY,88,115,23,37,24,20,25,28,16,30,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401704752/pelicans-magic,,
2024-11-07T01:00:00+00:00,2025,REG,New Orleans Pelicans,Cleveland Cavaliers,HOME,122,131,34,29,25,30,29,40,34,32,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401704741/cavaliers-pelicans,,
2024-11-05T02:30:00+00:00,2025,REG,New Orleans Pelicans,Portland Trail Blazers,HOME,100,118,30,21,25,27,27,31,18,39,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401704730/trail-blazers-pelicans,,
2024-11-04T00:00:00+00:00,2025,REG,New Orleans Pelicans,Atlanta Hawks,HOME,111,126,30,33,29,25,26,35,26,33,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401704718/hawks-pelicans,,
2024-11-02T00:00:00+00:00,2025,REG,New Orleans Pelicans,Indiana Pacers,HOME,125,118,35,35,27,27,33,27,30,29,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401704704/pacers-pelicans,,
2024-10-31T02:00:00+00:00,2025,REG,New Orleans Pelicans,Golden State Warriors,AWAY,89,104,20,28,24,20,22,31,23,25,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401704692/pelicans-warriors,,
2024-10-30T02:00:00+00:00,2025,REG,New Orleans Pelicans,Golden State Warriors,AWAY,106,124,31,14,20,33,28,40,27,37,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401704682/pelicans-warriors,,
2024-10-27T22:00:00+00:00,2025,REG,New Orleans Pelicans,Portland Trail Blazers,AWAY,103,125,25,26,22,33,30,34,26,32,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401704665/pelicans-trail-blazers,,
2024-10-26T02:00:00+00:00,2025,REG,New Orleans Pelicans,Portland Trail Blazers,AWAY,105,103,15,27,22,20,38,37,30,19,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401704652/pelicans-trail-blazers,,
2024-10-24T00:00:00+00:00,2025,REG,New Orleans Pelicans,Chicago Bulls,HOME,123,111,29,25,30,33,36,25,28,28,0,TEAM,True,https://www.espn.com/nba/game/_/gameId/401704635/bulls-pelicans,,
2024-04-30T00:30:00+00:00,2024,POST,New Orleans Pelicans,Oklahoma City Thunder,HOME,89,97,21,21,22,23,28,26,18,27,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401655078/thunder-pelicans,,
2024-04-27T19:30:00+00:00,2024,POST,New Orleans Pelicans,Oklahoma City Thunder,HOME,85,106,19,23,27,37,23,25,16,21,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401655077/thunder-pelicans,,
2024-04-25T01:30:00+00:00,2024,POST,New Orleans Pelicans,Oklahoma City Thunder,AWAY,92,124,22,35,28,28,24,29,18,32,0,OPP,True,https://www.espn.com/nba/game/_/gameId/401655076/pelicans-thunder,,
